dlq>>> initialisiert mit Kapazitaet 20198.
HBQ>>> Nachricht 499 in HBQ eingefuegt.
HBQ>>> Nachricht 501 in HBQ eingefuegt.
HBQ>>> Nachricht 502 in HBQ eingefuegt.
HBQ>>> Nachricht 503 in HBQ eingefuegt.
HBQ>>> Nachricht 505 in HBQ eingefuegt.
HBQ>>> Nachricht 506 in HBQ eingefuegt.
HBQ>>> Nachricht 507 in HBQ eingefuegt.
HBQ>>> Nachricht 508 in HBQ eingefuegt.
HBQ>>> Nachricht 509 in HBQ eingefuegt.
HBQ>>> Nachricht 510 in HBQ eingefuegt.
HBQ>>> Nachricht 504 in HBQ eingefuegt.
HBQ>>> Nachricht 512 in HBQ eingefuegt.
HBQ>>> Nachricht 511 in HBQ eingefuegt.
HBQ>>> Nachricht 514 in HBQ eingefuegt.
HBQ>>> Nachricht 513 in HBQ eingefuegt.
HBQ>>> Nachricht 516 in HBQ eingefuegt.
HBQ>>> Nachricht 517 in HBQ eingefuegt.
HBQ>>> Nachricht 518 in HBQ eingefuegt.
HBQ>>> Nachricht 515 in HBQ eingefuegt.
HBQ>>> Nachricht 520 in HBQ eingefuegt.
HBQ>>> Nachricht 519 in HBQ eingefuegt.
HBQ>>> Nachricht 521 in HBQ eingefuegt.
HBQ>>> Nachricht 523 in HBQ eingefuegt.
HBQ>>> Nachricht 522 in HBQ eingefuegt.
HBQ>>> Nachricht 525 in HBQ eingefuegt.
HBQ>>> Nachricht 524 in HBQ eingefuegt.
HBQ>>> Nachricht 526 in HBQ eingefuegt.
HBQ>>> Nachricht 527 in HBQ eingefuegt.
HBQ>>> Nachricht 528 in HBQ eingefuegt.
HBQ>>> Nachricht 530 in HBQ eingefuegt.
HBQ>>> Nachricht 529 in HBQ eingefuegt.
HBQ>>> Nachricht 532 in HBQ eingefuegt.
HBQ>>> Nachricht 531 in HBQ eingefuegt.
HBQ>>> Nachricht 533 in HBQ eingefuegt.
HBQ>>> Nachricht 535 in HBQ eingefuegt.
HBQ>>> Nachricht 536 in HBQ eingefuegt.
HBQ>>> Nachricht 537 in HBQ eingefuegt.
HBQ>>> Nachricht 538 in HBQ eingefuegt.
HBQ>>> Nachricht 534 in HBQ eingefuegt.
HBQ>>> Nachricht 540 in HBQ eingefuegt.
HBQ>>> Nachricht 541 in HBQ eingefuegt.
HBQ>>> Nachricht 539 in HBQ eingefuegt.
HBQ>>> Nachricht 542 in HBQ eingefuegt.
HBQ>>> Nachricht 544 in HBQ eingefuegt.
HBQ>>> Nachricht 545 in HBQ eingefuegt.
HBQ>>> Nachricht 546 in HBQ eingefuegt.
HBQ>>> Nachricht 543 in HBQ eingefuegt.
HBQ>>> Nachricht 548 in HBQ eingefuegt.
HBQ>>> Nachricht 547 in HBQ eingefuegt.
HBQ>>> Nachricht 549 in HBQ eingefuegt.
HBQ>>> Nachricht 550 in HBQ eingefuegt.
HBQ>>> Nachricht 551 in HBQ eingefuegt.
HBQ>>> Nachricht 553 in HBQ eingefuegt.
HBQ>>> Nachricht 554 in HBQ eingefuegt.
HBQ>>> Nachricht 552 in HBQ eingefuegt.
HBQ>>> Nachricht 556 in HBQ eingefuegt.
HBQ>>> Nachricht 557 in HBQ eingefuegt.
HBQ>>> Nachricht 555 in HBQ eingefuegt.
HBQ>>> Nachricht 559 in HBQ eingefuegt.
HBQ>>> Nachricht 560 in HBQ eingefuegt.
HBQ>>> Nachricht 558 in HBQ eingefuegt.
HBQ>>> Nachricht 562 in HBQ eingefuegt.
HBQ>>> Nachricht 561 in HBQ eingefuegt.
HBQ>>> Nachricht 564 in HBQ eingefuegt.
HBQ>>> Nachricht 563 in HBQ eingefuegt.
HBQ>>> Nachricht 565 in HBQ eingefuegt.
HBQ>>> Nachricht 566 in HBQ eingefuegt.
HBQ>>> Nachricht 568 in HBQ eingefuegt.
HBQ>>> Nachricht 569 in HBQ eingefuegt.
HBQ>>> Nachricht 570 in HBQ eingefuegt.
HBQ>>> Nachricht 571 in HBQ eingefuegt.
HBQ>>> Nachricht 567 in HBQ eingefuegt.
HBQ>>> Nachricht 572 in HBQ eingefuegt.
HBQ>>> Nachricht 573 in HBQ eingefuegt.
HBQ>>> Nachricht 575 in HBQ eingefuegt.
HBQ>>> Nachricht 576 in HBQ eingefuegt.
HBQ>>> Nachricht 574 in HBQ eingefuegt.
HBQ>>> Nachricht 577 in HBQ eingefuegt.
HBQ>>> Nachricht 579 in HBQ eingefuegt.
HBQ>>> Nachricht 578 in HBQ eingefuegt.
HBQ>>> Nachricht 580 in HBQ eingefuegt.
HBQ>>> Nachricht 582 in HBQ eingefuegt.
